Marque,Modèle,Année,Kilométrage,Carburant,Boîte_vitesse,Puissance_fiscale,Nombre_portes,Etat_generale,Prix
Audi,A4,2016.0,220,Essence,Manuelle,7,4.0,occasion,55000
Audi,A4,2012.0,177,Essence,Automatique,7,4.0,occasion,43000
Audi,A4,2018.0,97,Essence,Automatique,8,4.0,occasion,68000
Audi,A4,2011.0,233,Diesel,Automatique,7,5.0,occasion,22000
Audi,A4,2012.0,180,Essence,Manuelle,7,4.0,occasion,38000
Audi,A4,2018.0,97,Essence,Automatique,8,4.0,occasion,73000
Audi,A4,2015.0,67,Essence,Automatique,8,5.0,occasion,69000
Audi,A4,2014.0,178,Essence,Manuelle,7,4.0,occasion,34000
Audi,A4,2012.0,180,Essence,Manuelle,7,4.0,occasion,42000
Audi,A5 Cabriolet,2012.0,150000,Essence,Automatique,9,2.0,occasion,65000
Audi,A5 Sportback,2021.0,160,Essence,Automatique,8,5.0,occasion,140000
Audi,A5 Sportback,2018.0,98,Essence,Automatique,8,5.0,occasion,88500
Audi,A5 Sportback,2015.0,140,Diesel,Automatique,8,4.0,occasion,67000
Audi,A5 Sportback,2021.0,94,Essence,Automatique,8,5.0,occasion,95000
Audi,A5 Sportback,2020.0,97,Essence,Automatique,8,5.0,occasion,123000
Audi,A5 Sportback,2018.0,98,Essence,Automatique,8,5.0,occasion,119000
Audi,A5 Sportback,2020.0,164,Essence,Automatique,8,5.0,occasion,138000
Audi,A5 Sportback,2020.0,140,Essence,Automatique,8,4.0,occasion,129000
Audi,A5 Sportback,2021.0,96,Essence,Automatique,8,4.0,occasion,175000
Audi,A5 Sportback,2021.0,79,Essence,Automatique,8,5.0,occasion,128000
Audi,A5 Sportback,2020.0,97,Essence,Automatique,8,5.0,occasion,115000
Audi,A5 Sportback,2020.0,125,Essence,Automatique,8,5.0,occasion,97000
Audi,A5 Sportback,2020.0,158,Essence,Automatique,8,4.0,occasion,118000
Audi,A5 Sportback,2018.0,215,Essence,Automatique,10,4.0,occasion,59000
Audi,A5 Sportback,2021.0,96,Essence,Automatique,8,4.0,occasion,158000
Audi,A5 Sportback,2018.0,115,Essence,Automatique,8,4.0,occasion,118000
Audi,A6,2011.0,240,Essence,Automatique,11,4.0,occasion,42000
Audi,A6,2012.0,239,Essence,Automatique,10,4.0,occasion,46000
Audi,A6,2011.0,240,Diesel,Manuelle,9,4.0,occasion,64000
Audi,A6,2012.0,239,Essence,Automatique,10,4.0,occasion,75000
Audi,E Tron Sportback,2020.0,32000,Electrique,Automatique,12,5.0,occasion,159000
Audi,E Tron,2019.0,55,Electrique,Automatique,12,5.0,occasion,160000
Audi,E Tron,2020.0,72,Electrique,Automatique,12,5.0,occasion,170000
Audi,E Tron,2020.0,72,Electrique,Automatique,12,4.0,occasion,180000
Audi,Q2,2021.0,38,Essence,Automatique,8,5.0,occasion,97000
Audi,Q2,2021.0,38,Essence,Automatique,8,4.0,occasion,116000
Audi,Q2,2021.0,59,Essence,Automatique,8,5.0,occasion,110000
Audi,Q2,2021.0,46,Essence,Automatique,8,5.0,occasion,119000
Audi,Q2,2021.0,59,Essence,Automatique,6,4.0,occasion,85000
Audi,Q3 Sportback,2021.0,85,Essence,Automatique,9,4.0,occasion,135000
Audi,Q3 Sportback,2020.0,120,Hybride léger essence,Automatique,8,4.0,occasion,145000
Audi,Q3 Sportback,2021.0,70,Hybride rechargeable essence,Automatique,8,5.0,occasion,160000
Audi,Q3 Sportback,2022.0,45,Hybride rechargeable essence,Automatique,8,5.0,occasion,159000
Audi,Q3 Sportback,2020.0,68,Essence,Automatique,9,4.0,occasion,168000
Audi,Q3 Sportback,2022.0,45,Hybride rechargeable essence,Automatique,8,5.0,occasion,158000
Audi,Q3 Sportback,2021.0,122,Essence,Automatique,9,5.0,occasion,139000
Audi,Q3 Sportback,2020.0,116,Diesel,Automatique,8,5.0,occasion,150000
Audi,Q3 Sportback,2021.0,70,Hybride rechargeable essence,Automatique,8,5.0,occasion,162000
Audi,Q3 Sportback,2020.0,116,Essence,Manuelle,8,5.0,occasion,125000
Audi,Q3 Sportback,2020.0,62,Essence,Automatique,9,5.0,occasion,140000
Audi,Q3,2016.0,121,Essence,Automatique,8,5.0,occasion,78000
Audi,Q3,2015.0,141,Essence,Automatique,10,5.0,occasion,68000
Audi,Q3,2021.0,104,Essence,Automatique,9,5.0,occasion,155000
Audi,Q3,2020.0,45,Essence,Automatique,9,4.0,occasion,115000
Audi,Q3,2017.0,190,Essence,Automatique,8,5.0,occasion,82500
Audi,Q3,2019.0,112,Essence,Automatique,9,5.0,occasion,117000
Audi,Q3,2017.0,215,Essence,Automatique,8,5.0,occasion,81000
Audi,Q3,2018.0,160,Essence,Automatique,8,5.0,occasion,99000
Audi,Q3,2019.0,112,Hybride léger essence,Automatique,9,4.0,occasion,150000
Audi,Q3,2017.0,215,Essence,Automatique,8,5.0,occasion,98000
Audi,Q3,2019.0,129,Essence,Automatique,9,4.0,occasion,118000
Audi,Q3,2018.0,71,Essence,Automatique,8,5.0,occasion,80000
Audi,Q3,2017.0,125,Essence,Automatique,8,5.0,occasion,85000
Audi,Q3,2017.0,64,Essence,Automatique,8,5.0,occasion,79000
Audi,Q3,2017.0,190,Essence,Automatique,8,5.0,occasion,65500
Audi,Q3,2017.0,190,Essence,Automatique,8,5.0,occasion,75000
Audi,Q3,2023.0,70,Essence,Automatique,9,5.0,occasion,115000
Audi,Q4 E Tron,2022.0,40000,Electrique,Automatique,11,4.0,occasion,170000
Audi,Q5,2008.0,370,Essence,Automatique,13,4.0,occasion,45000
Audi,Q5,2014.0,32,Essence,Manuelle,14,4.0,occasion,59000
Audi,Q5,2009.0,194,Diesel,Automatique,15,5.0,occasion,60000
Audi,Q5,2020.0,149,Essence,Automatique,12,5.0,occasion,195000
Audi,Q5,2016.0,112,Essence,Automatique,15,5.0,occasion,90000
Audi,Q5,2014.0,260,Diesel,Automatique,10,5.0,occasion,72000
Audi,Q5,2016.0,112,Essence,Automatique,13,4.0,occasion,95000
Audi,Q5,2016.0,69,Diesel,Automatique,8,5.0,occasion,96000
Audi,Q5,2020.0,149,Hybride rechargeable essence,Automatique,15,5.0,occasion,205000
Audi,Q5,2020.0,74,Hybride léger essence,Automatique,16,4.0,occasion,225000
Audi,Q5,2016.0,69,Diesel,Manuelle,8,5.0,occasion,135000
Audi,Q5,2020.0,111,Hybride léger diesel,Automatique,9,5.0,occasion,158000
Audi,Q5,2019.0,85,Diesel,Automatique,11,5.0,occasion,136000
Audi,Q5,2013.0,258,Diesel,Manuelle,8,5.0,occasion,78000
Audi,Q5,2014.0,230,Diesel,Manuelle,8,5.0,occasion,119000
Audi,Q5,2018.0,256,Diesel,Automatique,11,5.0,occasion,229500
Audi,Q7,2010.0,262,Diesel,Automatique,16,4.0,occasion,99000
Audi,Q7,2007.0,248,Diesel,Automatique,16,5.0,occasion,58000
Audi,Q7,2008.0,350,Diesel,Automatique,16,5.0,occasion,59000
Audi,Q7,2019.0,175,Diesel,Automatique,15,5.0,occasion,230000
Audi,Q7,2008.0,350,Diesel,Automatique,16,5.0,occasion,64000
Audi,Q7,2019.0,84,Essence,Automatique,16,5.0,occasion,395000
Audi,Q7,2019.0,84,Diesel,Automatique,15,4.0,occasion,260000
Audi,Q8 E Tron,2023.0,26000,Electrique,Automatique,12,5.0,occasion,185000
Audi,Q8 Sportback E Tron,2025.0,214,Electrique,Automatique,12,4.0,occasion,300000
Audi,Q8,2021.0,22,Hybride léger essence,Automatique,23,5.0,occasion,360000
Audi,Q8,2021.0,22,Hybride léger essence,Automatique,23,5.0,occasion,350000
Audi,Q8,2021.0,71,Hybride léger diesel,Automatique,19,4.0,occasion,288000
Audi,Q8,2021.0,22,Hybride léger essence,Automatique,23,5.0,occasion,350000
Audi,Tt,2022.0,42000,Essence,Automatique,15,3.0,occasion,235000
Baic Yx,Kenbo S3,2018.0,110000,Essence,Manuelle,7,4.0,occasion,38000
Bmw,I4,2025.0,3,Electrique,Automatique,6,4.0,occasion,176000
Bmw,I4,2023.0,7,Electrique,Automatique,7,5.0,occasion,220000
Bmw,Ix,2023.0,32000,Electrique,Automatique,7,4.0,occasion,228000
Bmw,Ix3,2022.0,48,Electrique,Automatique,6,4.0,occasion,165000
Bmw,Ix3,2022.0,51,Electrique,Automatique,6,5.0,occasion,167000
Bmw,Serie 1 3P,2010.0,182000,Essence,Manuelle,7,3.0,occasion,36000
Bmw,Serie 1 5P,2016.0,47,Essence,Automatique,9,4.0,occasion,62000
Bmw,Serie 1 5P,2012.0,137,Essence,Automatique,7,4.0,occasion,48000
Bmw,Serie 1 5P,2018.0,114,Essence,Manuelle,7,4.0,occasion,72000
Bmw,Serie 1 5P,2020.0,124,Essence,Automatique,8,5.0,occasion,106000
Bmw,Serie 1 5P,2018.0,112,Essence,Manuelle,7,4.0,occasion,85000
Bmw,Serie 1 5P,2010.0,180,Essence,Manuelle,7,5.0,occasion,38000
Bmw,Serie 1 5P,2020.0,124,Essence,Automatique,8,5.0,occasion,111000
Bmw,Serie 1 5P,2021.0,92,Essence,Automatique,6,5.0,occasion,93000
Bmw,Serie 1 5P,2025.0,793,Essence,Automatique,6,5.0,occasion,138000
Bmw,Serie 1 5P,2012.0,200,Diesel,Manuelle,6,5.0,occasion,46000
Bmw,Serie 1 5P,2020.0,100,Essence,Automatique,8,5.0,occasion,99500
Bmw,Serie 1 5P,2010.0,200,Essence,Manuelle,7,3.0,occasion,36500
Bmw,Serie 1 5P,2020.0,100,Essence,Automatique,8,5.0,occasion,84000
Bmw,Serie 1 5P,2012.0,200,Essence,Automatique,7,5.0,occasion,50000
Bmw,Serie 1 5P,2021.0,43,Essence,Automatique,8,5.0,occasion,108000
Bmw,Serie 1 5P,2010.0,200,Essence,Manuelle,8,5.0,occasion,32000
Bmw,Serie 1 5P,2013.0,260,Essence,Manuelle,7,5.0,occasion,44000
Bmw,Serie 1 5P,2024.0,13,Essence,Automatique,8,5.0,occasion,145000
Bmw,Serie 1 5P,2017.0,150,Essence,Automatique,7,5.0,occasion,94000
Bmw,Serie 1 5P,2020.0,119,Essence,Manuelle,7,5.0,occasion,75000
Bmw,Serie 1 5P,2016.0,47,Essence,Manuelle,7,4.0,occasion,56000
Bmw,Serie 1 5P,2013.0,180,Essence,Automatique,7,5.0,occasion,54500
Bmw,Serie 1 5P,2020.0,110,Essence,Automatique,8,5.0,occasion,78000
Bmw,Serie 1 5P,2012.0,208,Essence,Automatique,7,5.0,occasion,49000
Bmw,Serie 1 5P,2012.0,200,Essence,Manuelle,7,4.0,occasion,47000
Bmw,Serie 2 Gran Coupe,2021.0,77,Essence,Automatique,8,4.0,occasion,135000
Bmw,Serie 2 Gran Coupe,2022.0,34,Essence,Automatique,8,4.0,occasion,136000
Bmw,Serie 2 Gran Coupe,2021.0,77,Essence,Automatique,8,4.0,occasion,105000
Bmw,Serie 2 Gran Coupe,2021.0,59,Essence,Automatique,7,5.0,occasion,132000
Bmw,Serie 2 Gran Coupe,2022.0,69,Essence,Automatique,8,4.0,occasion,128000
Bmw,Serie 3 Cabriolet,2010.0,126000,Essence,Manuelle,19,2.0,occasion,85000
Bmw,Serie 3 Coupe,2008.0,180,Essence,Manuelle,7,2.0,occasion,39900
Bmw,Serie 3 Coupe,2009.0,232,Essence,Manuelle,7,2.0,occasion,57000
Bmw,Serie 3 Coupe,2009.0,232,Essence,Automatique,9,3.0,occasion,35000
Bmw,Serie 3 Gt,2015.0,200000,Essence,Automatique,7,5.0,occasion,90000
Bmw,Serie 3,2018.0,135,Essence,Automatique,7,4.0,occasion,78000
Bmw,Serie 3,2024.0,50,Hybride rechargeable essence,Automatique,9,4.0,occasion,179000
Bmw,Serie 3,2013.0,174,Essence,Automatique,7,4.0,occasion,59000
Bmw,Serie 3,2014.0,148,Essence,Automatique,7,5.0,occasion,57000
Bmw,Serie 3,2012.0,161,Diesel,Manuelle,6,5.0,occasion,52500
Bmw,Serie 3,2013.0,220,Essence,Automatique,10,4.0,occasion,64000
Bmw,Serie 3,2015.0,195,Essence,Automatique,7,4.0,occasion,59000
Bmw,Serie 3,2016.0,152,Essence,Automatique,7,4.0,occasion,67000
Bmw,Serie 3,2014.0,148,Essence,Automatique,7,4.0,occasion,67000
Bmw,Serie 3,2016.0,152,Essence,Automatique,7,5.0,occasion,75000
Bmw,Serie 3,2015.0,216,Essence,Automatique,7,4.0,occasion,69000
Bmw,Serie 3,2018.0,177,Essence,Automatique,7,4.0,occasion,78000
Bmw,Serie 3,2015.0,77,Essence,Automatique,7,4.0,occasion,63000
Bmw,Serie 3,2015.0,195,Essence,Automatique,10,5.0,occasion,74000
Bmw,Serie 3,2013.0,127,Essence,Automatique,15,5.0,occasion,68000
Bmw,Serie 3,2008.0,200,Essence,Manuelle,7,5.0,occasion,30500
Bmw,Serie 3,2015.0,195,Essence,Automatique,7,4.0,occasion,54000
Bmw,Serie 3,2019.0,100,Essence,Automatique,10,4.0,occasion,118000
Bmw,Serie 3,2020.0,130,Essence,Automatique,9,4.0,occasion,134000
Bmw,Serie 3,2015.0,214,Essence,Automatique,7,5.0,occasion,58000
Bmw,Serie 3,2020.0,130,Essence,Automatique,7,5.0,occasion,85000
Bmw,Serie 3,2010.0,128,Essence,Manuelle,7,4.0,occasion,42500
Bmw,Serie 3,2009.0,167,Essence,Manuelle,7,5.0,occasion,42500
Bmw,Serie 3,2012.0,295,Essence,Automatique,7,5.0,occasion,45000
Bmw,Serie 3,2012.0,295,Essence,Automatique,7,4.0,occasion,53000
Bmw,Serie 3,2012.0,161,Essence,Automatique,7,4.0,occasion,60000
Bmw,Serie 3,2008.0,159,Diesel,Manuelle,9,4.0,occasion,33000
Bmw,Serie 3,2015.0,180,Essence,Automatique,7,4.0,occasion,65000
Bmw,Serie 3,2015.0,216,Essence,Automatique,7,4.0,occasion,62000
Bmw,Serie 3,2008.0,159,Essence,Manuelle,7,5.0,occasion,39000
Bmw,Serie 3,2014.0,265,Essence,Manuelle,7,4.0,occasion,52500
Bmw,Serie 3,2013.0,220,Essence,Automatique,7,4.0,occasion,63000
Bmw,Serie 3,2023.0,49,Hybride rechargeable essence,Automatique,10,4.0,occasion,280000
Bmw,Serie 3,2014.0,265,Essence,Automatique,7,4.0,occasion,59000
Bmw,Serie 3,2008.0,200,Essence,Automatique,9,4.0,occasion,40500
Bmw,Serie 3,2017.0,195,Essence,Automatique,7,4.0,occasion,69000
Bmw,Serie 3,2017.0,169,Essence,Automatique,7,4.0,occasion,79000
Bmw,Serie 3,2016.0,101,Essence,Automatique,7,4.0,occasion,85000
Bmw,Serie 4 Coupe,2014.0,140,Essence,Automatique,10,3.0,occasion,99000
Bmw,Serie 4 Coupe,2014.0,140,Essence,Automatique,10,2.0,occasion,73000
Bmw,Serie 4 Coupe,2015.0,179,Essence,Automatique,10,2.0,occasion,88000
Bmw,Serie 4 Coupe,2015.0,179,Essence,Automatique,7,4.0,occasion,99000
Bmw,Serie 4 Gran Coupe,2019.0,90,Essence,Automatique,7,4.0,occasion,125000
Bmw,Serie 4 Gran Coupe,2017.0,132,Essence,Automatique,7,5.0,occasion,95000
Bmw,Serie 4 Gran Coupe,2017.0,108,Essence,Automatique,7,5.0,occasion,74000
Bmw,Serie 4 Gran Coupe,2017.0,108,Essence,Automatique,10,4.0,occasion,127000
Bmw,Serie 4 Gran Coupe,2019.0,90,Essence,Automatique,7,5.0,occasion,105000
Bmw,Serie 4 Gran Coupe,2020.0,50,Essence,Automatique,10,5.0,occasion,225000
Bmw,Serie 4 Gran Coupe,2015.0,130,Essence,Automatique,10,5.0,occasion,83000
Bmw,Serie 4 Gran Coupe,2015.0,175,Essence,Automatique,10,5.0,occasion,95000
Bmw,Serie 4 Gran Coupe,2020.0,50,Essence,Automatique,7,5.0,occasion,107000
Bmw,Serie 4 Gran Coupe,2020.0,132,Essence,Automatique,7,5.0,occasion,128000
Bmw,Serie 4 Gran Coupe,2019.0,99,Essence,Automatique,7,4.0,occasion,117000
Bmw,Serie 5,2012.0,230,Essence,Automatique,10,4.0,occasion,79500
Bmw,Serie 5,2021.0,18,Hybride léger diesel,Automatique,10,4.0,occasion,209000
Bmw,Serie 5,2007.0,216,Diesel,Manuelle,10,5.0,occasion,57500
Bmw,Serie 5,2020.0,140,Hybride rechargeable essence,Automatique,10,5.0,occasion,189000
Bmw,Serie 5,2013.0,179,Diesel,Automatique,12,4.0,occasion,76000
Bmw,Serie 5,2019.0,67,Essence,Automatique,10,4.0,occasion,134500
Bmw,Serie 5,2019.0,47,Hybride rechargeable essence,Automatique,10,4.0,occasion,160000
Bmw,Serie 5,2021.0,84,Essence,Automatique,10,4.0,occasion,195000
Bmw,Serie 5,2021.0,53,Hybride rechargeable essence,Automatique,10,5.0,occasion,145000
Bmw,Serie 5,2012.0,202,Essence,Automatique,10,4.0,occasion,59500
Bmw,Serie 5,2022.0,80,Essence,Automatique,10,4.0,occasion,197000
Bmw,Serie 5,2011.0,320,Essence,Automatique,10,4.0,occasion,70000
Bmw,Serie 5,2021.0,18,Hybride rechargeable essence,Automatique,10,4.0,occasion,205000
Bmw,Serie 5,2008.0,224,Essence,Automatique,13,5.0,occasion,42000
Bmw,Serie 5,2008.0,224,Diesel,Automatique,10,4.0,occasion,42500
Bmw,Serie 5,2019.0,129,Hybride rechargeable essence,Automatique,8,4.0,occasion,150000
Bmw,Serie 5,2012.0,202,Diesel,Automatique,10,4.0,occasion,61000
Bmw,Serie 5,2019.0,14,Essence,Automatique,10,4.0,occasion,160000
Bmw,Serie 5,2019.0,14,Essence,Automatique,10,4.0,occasion,195000
Bmw,Serie 6,2005.0,50,Essence,Automatique,24,3.0,occasion,120000
Bmw,Serie 6,2005.0,50,Essence,Automatique,24,2.0,occasion,120000
Bmw,Serie 7,2010.0,200,Diesel,Automatique,20,4.0,occasion,155500
Bmw,Serie 7,2008.0,220,Essence,Automatique,32,5.0,occasion,85000
Bmw,Serie 7,2008.0,220,Diesel,Automatique,15,5.0,occasion,45000
Bmw,Serie 7,2012.0,200,Essence,Automatique,15,4.0,occasion,310000
Bmw,Serie 7,2006.0,368,Essence,Automatique,36,4.0,occasion,25000
Bmw,Serie 7,2006.0,368,Essence,Automatique,22,,occasion,55000
Bmw,X1,2017.0,260,Essence,Automatique,7,5.0,occasion,81000
Bmw,X1,2025.0,3,Hybride rechargeable essence,Automatique,8,4.0,occasion,238000
Bmw,X1,2020.0,64,Essence,Automatique,8,5.0,occasion,119000
Bmw,X1,2019.0,79,Essence,Automatique,7,5.0,occasion,97000
Bmw,X1,2024.0,22,Essence,Automatique,9,5.0,occasion,188200
Bmw,X1,2017.0,121,Diesel,Manuelle,6,5.0,occasion,60000
Bmw,X1,2020.0,64,Essence,Automatique,7,5.0,occasion,105000
Bmw,X1,2017.0,133,Essence,Automatique,9,5.0,occasion,57000
Bmw,X1,2017.0,121,Essence,Automatique,7,4.0,occasion,72000
Bmw,X2,2019.0,79,Essence,Automatique,7,5.0,occasion,132000
Bmw,X2,2020.0,62,Diesel,Automatique,8,5.0,occasion,145000
Bmw,X2,2020.0,70,Essence,Automatique,7,4.0,occasion,120000
Bmw,X2,2020.0,70,Essence,Automatique,11,5.0,occasion,145000
Bmw,X3,2013.0,200,Diesel,Automatique,13,4.0,occasion,52000
Bmw,X3,2019.0,56,Essence,Automatique,15,4.0,occasion,92000
Bmw,X3,2020.0,80,Essence,Automatique,15,5.0,occasion,250000
Bmw,X3,2014.0,185,Diesel,Manuelle,10,5.0,occasion,75000
Bmw,X3,2014.0,219,Diesel,Automatique,10,5.0,occasion,87000
Bmw,X3,2019.0,56,Essence,Automatique,15,5.0,occasion,210000
Bmw,X3,2021.0,18,Diesel,Automatique,8,5.0,occasion,170000
Bmw,X3,2020.0,80,Diesel,Automatique,7,4.0,occasion,185000
Bmw,X3,2019.0,72,Diesel,Automatique,11,5.0,occasion,185000
Bmw,X3,2014.0,185,Essence,Automatique,9,5.0,occasion,75000
Bmw,X4,2019.0,51000,Essence,Automatique,11,5.0,occasion,280000
Bmw,X5,2007.0,270,Diesel,Automatique,16,4.0,occasion,52000
Bmw,X5,2010.0,211,Diesel,Automatique,19,5.0,occasion,86000
Bmw,X5,2017.0,105,Diesel,Automatique,14,4.0,occasion,265000
Bmw,X5,2016.0,70,Diesel,Automatique,13,4.0,occasion,123000
Bmw,X5,2007.0,295,Diesel,Automatique,15,5.0,occasion,55000
Bmw,X5,2016.0,226,Essence,Automatique,48,5.0,occasion,297000
Bmw,X5,2015.0,152,Diesel,Automatique,13,5.0,occasion,135000
Bmw,X5,2016.0,70,Diesel,Automatique,13,5.0,occasion,185000
Bmw,X5,2010.0,159,Diesel,Automatique,16,5.0,occasion,70000
Bmw,X5,2015.0,185,Diesel,Automatique,13,5.0,occasion,123000
Bmw,X5,2007.0,295,Diesel,Automatique,15,5.0,occasion,66000
Bmw,X5,2007.0,362,Essence,Automatique,16,5.0,occasion,29000
Bmw,X5,2010.0,159,Essence,Automatique,19,5.0,occasion,75000
Bmw,X6,2011.0,193,Diesel,Automatique,15,4.0,occasion,109000
Bmw,X6,2016.0,90,Diesel,Automatique,16,5.0,occasion,265000
Bmw,X6,2019.0,90,Essence,Automatique,34,5.0,occasion,198000
Bmw,X6,2011.0,195,Diesel,Automatique,15,5.0,occasion,99000
Bmw,X6,2008.0,291,Essence,Automatique,22,5.0,occasion,89000
Bmw,X6,2008.0,175,Diesel,Automatique,11,4.0,occasion,80000
Bmw,Z4,2010.0,147000,Essence,Automatique,13,2.0,occasion,98000
Byd,Sealion 7,2025.0,1,Electrique,Automatique,5,5.0,occasion,220000
Byd,Sealion 7,2025.0,1,Electrique,Automatique,5,5.0,occasion,189000
Byd,Song Plus,2025.0,10,Hybride rechargeable essence,Automatique,7,5.0,occasion,123500
Byd,Song,2022.0,45000,Essence,Automatique,9,4.0,occasion,84000
Byd,Tang,2023.0,44000,Essence,Automatique,11,5.0,occasion,97000
Cadillac,Ats,2014.0,58000,Essence,Automatique,18,5.0,occasion,79000
Cadillac,Escalade,2013.0,134000,Essence,Automatique,34,5.0,occasion,180000
Chery,Arrizo 3,2019.0,130000,Essence,Manuelle,6,5.0,occasion,32000
Chery,Arrizo 5,2024.0,22,Essence,Manuelle,7,4.0,occasion,51500
Chery,Arrizo 5,2024.0,22,Essence,Automatique,7,4.0,occasion,79500
Chery,Arrizo 5,2024.0,10,Essence,Manuelle,7,5.0,occasion,50500
Chery,Tiggo 2,2020.0,88,Essence,Manuelle,6,4.0,occasion,39000
Chery,Tiggo 2,2020.0,120,Essence,Manuelle,6,5.0,occasion,42000
Chery,Tiggo 2,2020.0,88,Essence,Manuelle,6,5.0,occasion,41000
Chery,Tiggo 2,2020.0,120,Essence,Manuelle,6,5.0,occasion,37000
Chery,Tiggo 3X,2022.0,26,Essence,Automatique,6,5.0,occasion,52000
Chery,Tiggo 3X,2023.0,5,Essence,Manuelle,6,5.0,occasion,61000
Chery,Tiggo 3X,2022.0,68,Essence,Automatique,6,5.0,occasion,55000
Chery,Tiggo 3X,2021.0,33,Essence,Automatique,6,5.0,occasion,54000
Chery,Tiggo 3X,2023.0,5,Essence,Automatique,6,5.0,occasion,73000
Chery,Tiggo 3X,2023.0,5,Essence,Automatique,6,5.0,occasion,64600
Chery,Tiggo 3X,2022.0,43,Essence,Automatique,6,4.0,occasion,60000
Chery,Tiggo 3X,2022.0,12,Essence,Automatique,6,4.0,occasion,46000
Chery,Tiggo 3X,2021.0,29,Essence,Automatique,6,5.0,occasion,56000
Chery,Tiggo 3X,2022.0,43,Essence,Automatique,6,5.0,occasion,57000
Chery,Tiggo 4,2019.0,120000,Essence,Manuelle,9,5.0,occasion,58000
Chery,Tiggo 7,2022.0,85,Essence,Automatique,9,5.0,occasion,79500
Chery,Tiggo 7,2023.0,35,Essence,Automatique,9,5.0,occasion,113800
