Marque,Modèle,Année,Kilométrage,Carburant,Boîte_vitesse,Puissance_fiscale,Nombre_portes,Etat_generale,Prix
Audi,Q3 Sportback,2020,68,Essence,Automatique,9,4,occasion,168000
Audi,Q3 Sportback,2022,45,Hybride rechargeable essence,Automatique,8,5,occasion,158000
Audi,Q3 Sportback,2021,122,Essence,Automatique,9,5,occasion,139000
Audi,Q3 Sportback,2020,116,Diesel,Automatique,8,5,occasion,150000
Audi,Q3 Sportback,2021,70,Hybride rechargeable essence,Automatique,8,5,occasion,162000
Audi,Q3 Sportback,2020,116,Essence,Manuelle,8,5,occasion,125000
Audi,Q3 Sportback,2020,62,Essence,Automatique,9,5,occasion,140000
Audi,Q3,2016,121,Essence,Automatique,8,5,occasion,78000
Audi,Q3,2015,141,Essence,Automatique,10,5,occasion,68000
Audi,Q3,2021,104,Essence,Automatique,9,5,occasion,155000
Audi,Q3,2020,45,Essence,Automatique,9,4,occasion,115000
Audi,Q3,2017,190,Essence,Automatique,8,5,occasion,82500
Audi,Q3,2019,112,Essence,Automatique,9,5,occasion,117000
Audi,Q3,2017,215,Essence,Automatique,8,5,occasion,81000
Audi,Q3,2018,160,Essence,Automatique,8,5,occasion,99000
Audi,Q3,2019,112,Hybride léger essence,Automatique,9,4,occasion,150000
Audi,Q3,2017,215,Essence,Automatique,8,5,occasion,98000
Audi,Q3,2019,129,Essence,Automatique,9,4,occasion,118000
Audi,Q3,2018,71,Essence,Automatique,8,5,occasion,80000
Audi,Q3,2017,125,Essence,Automatique,8,5,occasion,85000
Audi,Q3,2017,64,Essence,Automatique,8,5,occasion,79000
Audi,Q3,2017,190,Essence,Automatique,8,5,occasion,65500
Audi,Q3,2017,190,Essence,Automatique,8,5,occasion,75000
Audi,Q3,2023,70,Essence,Automatique,9,5,occasion,115000
Audi,Q4 E Tron,2022,40000,Electrique,Automatique,11,4,occasion,170000
Audi,Q5,2008,370,Essence,Automatique,13,4,occasion,45000
Audi,Q5,2014,32,Essence,Manuelle,14,4,occasion,59000
Audi,Q5,2009,194,Diesel,Automatique,15,5,occasion,60000
Audi,Q5,2020,149,Essence,Automatique,12,5,occasion,195000
Audi,Q5,2016,112,Essence,Automatique,15,5,occasion,90000
Audi,Q5,2014,260,Diesel,Automatique,10,5,occasion,72000
Audi,Q5,2016,112,Essence,Automatique,13,4,occasion,95000
Audi,Q5,2016,69,Diesel,Automatique,8,5,occasion,96000
Audi,Q5,2020,149,Hybride rechargeable essence,Automatique,15,5,occasion,205000
Audi,Q5,2020,74,Hybride léger essence,Automatique,16,4,occasion,225000
Audi,Q5,2016,69,Diesel,Manuelle,8,5,occasion,135000
Audi,Q5,2020,111,Hybride léger diesel,Automatique,9,5,occasion,158000
Audi,Q5,2019,85,Diesel,Automatique,11,5,occasion,136000
Audi,Q5,2013,258,Diesel,Manuelle,8,5,occasion,78000
Audi,Q5,2014,230,Diesel,Manuelle,8,5,occasion,119000
Audi,Q5,2018,256,Diesel,Automatique,11,5,occasion,229500
Audi,Q7,2010,262,Diesel,Automatique,16,4,occasion,99000
Audi,Q7,2007,248,Diesel,Automatique,16,5,occasion,58000
Audi,Q7,2008,350,Diesel,Automatique,16,5,occasion,59000
Audi,Q7,2019,175,Diesel,Automatique,15,5,occasion,230000
Audi,Q7,2008,350,Diesel,Automatique,16,5,occasion,64000
Audi,Q7,2019,84,Essence,Automatique,16,5,occasion,395000
Audi,Q7,2019,84,Diesel,Automatique,15,4,occasion,260000
Audi,Q8 E Tron,2023,26000,Electrique,Automatique,12,5,occasion,185000
Audi,Q8 Sportback E Tron,2025,214,Electrique,Automatique,12,4,occasion,300000
Audi,Q8,2021,22,Hybride léger essence,Automatique,23,5,occasion,360000
Audi,Q8,2021,22,Hybride léger essence,Automatique,23,5,occasion,350000
Audi,Q8,2021,71,Hybride léger diesel,Automatique,19,4,occasion,288000
Audi,Q8,2021,22,Hybride léger essence,Automatique,23,5,occasion,350000
Audi,Tt,2022,42000,Essence,Automatique,15,3,occasion,235000
Baic Yx,Kenbo S3,2018,110000,Essence,Manuelle,7,4,occasion,38000
Bmw,I4,2025,3,Electrique,Automatique,6,4,occasion,176000
Bmw,I4,2023,7,Electrique,Automatique,7,5,occasion,220000
Bmw,Ix,2023,32000,Electrique,Automatique,7,4,occasion,228000
Bmw,Ix3,2022,48,Electrique,Automatique,6,4,occasion,165000
Bmw,Ix3,2022,51,Electrique,Automatique,6,5,occasion,167000
Bmw,Serie 1 3P,2010,182000,Essence,Manuelle,7,3,occasion,36000
Bmw,Serie 1 5P,2016,47,Essence,Automatique,9,4,occasion,62000
Bmw,Serie 1 5P,2012,137,Essence,Automatique,7,4,occasion,48000
Bmw,Serie 1 5P,2018,114,Essence,Manuelle,7,4,occasion,72000
Bmw,Serie 1 5P,2020,124,Essence,Automatique,8,5,occasion,106000
Bmw,Serie 1 5P,2018,112,Essence,Manuelle,7,4,occasion,85000
Bmw,Serie 1 5P,2010,180,Essence,Manuelle,7,5,occasion,38000
Bmw,Serie 1 5P,2020,124,Essence,Automatique,8,5,occasion,111000
Bmw,Serie 1 5P,2021,92,Essence,Automatique,6,5,occasion,93000
Bmw,Serie 1 5P,2025,793,Essence,Automatique,6,5,occasion,138000
Bmw,Serie 1 5P,2012,200,Diesel,Manuelle,6,5,occasion,46000
Bmw,Serie 1 5P,2020,100,Essence,Automatique,8,5,occasion,99500
Bmw,Serie 1 5P,2010,200,Essence,Manuelle,7,3,occasion,36500
Bmw,Serie 1 5P,2020,100,Essence,Automatique,8,5,occasion,84000
Bmw,Serie 1 5P,2012,200,Essence,Automatique,7,5,occasion,50000
Bmw,Serie 1 5P,2021,43,Essence,Automatique,8,5,occasion,108000
Bmw,Serie 1 5P,2010,200,Essence,Manuelle,8,5,occasion,32000
Bmw,Serie 1 5P,2013,260,Essence,Manuelle,7,5,occasion,44000
Bmw,Serie 1 5P,2024,13,Essence,Automatique,8,5,occasion,145000
Bmw,Serie 1 5P,2017,150,Essence,Automatique,7,5,occasion,94000
Bmw,Serie 1 5P,2020,119,Essence,Manuelle,7,5,occasion,75000
Bmw,Serie 1 5P,2016,47,Essence,Manuelle,7,4,occasion,56000
Bmw,Serie 1 5P,2013,180,Essence,Automatique,7,5,occasion,54500
Bmw,Serie 1 5P,2020,110,Essence,Automatique,8,5,occasion,78000
Bmw,Serie 1 5P,2012,208,Essence,Automatique,7,5,occasion,49000
Bmw,Serie 1 5P,2012,200,Essence,Manuelle,7,4,occasion,47000
Bmw,Serie 2 Gran Coupe,2021,77,Essence,Automatique,8,4,occasion,135000
Bmw,Serie 2 Gran Coupe,2022,34,Essence,Automatique,8,4,occasion,136000
Bmw,Serie 2 Gran Coupe,2021,77,Essence,Automatique,8,4,occasion,105000
Bmw,Serie 2 Gran Coupe,2021,59,Essence,Automatique,7,5,occasion,132000
Bmw,Serie 2 Gran Coupe,2022,69,Essence,Automatique,8,4,occasion,128000
Bmw,Serie 3 Cabriolet,2010,126000,Essence,Manuelle,19,2,occasion,85000
Bmw,Serie 3 Coupe,2008,180,Essence,Manuelle,7,2,occasion,39900
Bmw,Serie 3 Coupe,2009,232,Essence,Manuelle,7,2,occasion,57000
Bmw,Serie 3 Coupe,2009,232,Essence,Automatique,9,3,occasion,35000
Bmw,Serie 3 Gt,2015,200000,Essence,Automatique,7,5,occasion,90000
Bmw,Serie 3,2018,135,Essence,Automatique,7,4,occasion,78000
Bmw,Serie 3,2024,50,Hybride rechargeable essence,Automatique,9,4,occasion,179000
Bmw,Serie 3,2013,174,Essence,Automatique,7,4,occasion,59000
Bmw,Serie 3,2014,148,Essence,Automatique,7,5,occasion,57000
Bmw,Serie 3,2012,161,Diesel,Manuelle,6,5,occasion,52500
Bmw,Serie 3,2013,220,Essence,Automatique,10,4,occasion,64000
Bmw,Serie 3,2015,195,Essence,Automatique,7,4,occasion,59000
Bmw,Serie 3,2016,152,Essence,Automatique,7,4,occasion,67000
Bmw,Serie 3,2014,148,Essence,Automatique,7,4,occasion,67000
Bmw,Serie 3,2016,152,Essence,Automatique,7,5,occasion,75000
Bmw,Serie 3,2015,216,Essence,Automatique,7,4,occasion,69000
Bmw,Serie 3,2018,177,Essence,Automatique,7,4,occasion,78000
Bmw,Serie 3,2015,77,Essence,Automatique,7,4,occasion,63000
Bmw,Serie 3,2015,195,Essence,Automatique,10,5,occasion,74000
Bmw,Serie 3,2013,127,Essence,Automatique,15,5,occasion,68000
Bmw,Serie 3,2008,200,Essence,Manuelle,7,5,occasion,30500
Bmw,Serie 3,2015,195,Essence,Automatique,7,4,occasion,54000
Bmw,Serie 3,2019,100,Essence,Automatique,10,4,occasion,118000
Bmw,Serie 3,2020,130,Essence,Automatique,9,4,occasion,134000
Bmw,Serie 3,2015,214,Essence,Automatique,7,5,occasion,58000
Bmw,Serie 3,2020,130,Essence,Automatique,7,5,occasion,85000
Bmw,Serie 3,2010,128,Essence,Manuelle,7,4,occasion,42500
Bmw,Serie 3,2009,167,Essence,Manuelle,7,5,occasion,42500
Bmw,Serie 3,2012,295,Essence,Automatique,7,5,occasion,45000
Bmw,Serie 3,2012,295,Essence,Automatique,7,4,occasion,53000
Bmw,Serie 3,2012,161,Essence,Automatique,7,4,occasion,60000
Bmw,Serie 3,2008,159,Diesel,Manuelle,9,4,occasion,33000
Bmw,Serie 3,2015,180,Essence,Automatique,7,4,occasion,65000
Bmw,Serie 3,2015,216,Essence,Automatique,7,4,occasion,62000
Bmw,Serie 3,2008,159,Essence,Manuelle,7,5,occasion,39000
Bmw,Serie 3,2014,265,Essence,Manuelle,7,4,occasion,52500
Bmw,Serie 3,2013,220,Essence,Automatique,7,4,occasion,63000
Bmw,Serie 3,2023,49,Hybride rechargeable essence,Automatique,10,4,occasion,280000
Bmw,Serie 3,2014,265,Essence,Automatique,7,4,occasion,59000
Bmw,Serie 3,2008,200,Essence,Automatique,9,4,occasion,40500
Bmw,Serie 3,2017,195,Essence,Automatique,7,4,occasion,69000
Bmw,Serie 3,2017,169,Essence,Automatique,7,4,occasion,79000
Bmw,Serie 3,2016,101,Essence,Automatique,7,4,occasion,85000
Bmw,Serie 4 Coupe,2014,140,Essence,Automatique,10,3,occasion,99000
Bmw,Serie 4 Coupe,2014,140,Essence,Automatique,10,2,occasion,73000
Bmw,Serie 4 Coupe,2015,179,Essence,Automatique,10,2,occasion,88000
Bmw,Serie 4 Coupe,2015,179,Essence,Automatique,7,4,occasion,99000
Bmw,Serie 4 Gran Coupe,2019,90,Essence,Automatique,7,4,occasion,125000
Bmw,Serie 4 Gran Coupe,2017,132,Essence,Automatique,7,5,occasion,95000
Bmw,Serie 4 Gran Coupe,2017,108,Essence,Automatique,7,5,occasion,74000
Bmw,Serie 4 Gran Coupe,2017,108,Essence,Automatique,10,4,occasion,127000
Bmw,Serie 4 Gran Coupe,2019,90,Essence,Automatique,7,5,occasion,105000
Bmw,Serie 4 Gran Coupe,2020,50,Essence,Automatique,10,5,occasion,225000
Bmw,Serie 4 Gran Coupe,2015,130,Essence,Automatique,10,5,occasion,83000
Bmw,Serie 4 Gran Coupe,2015,175,Essence,Automatique,10,5,occasion,95000
Bmw,Serie 4 Gran Coupe,2020,50,Essence,Automatique,7,5,occasion,107000
Bmw,Serie 4 Gran Coupe,2020,132,Essence,Automatique,7,5,occasion,128000
Bmw,Serie 4 Gran Coupe,2019,99,Essence,Automatique,7,4,occasion,117000
Bmw,Serie 5,2012,230,Essence,Automatique,10,4,occasion,79500
Bmw,Serie 5,2021,18,Hybride léger diesel,Automatique,10,4,occasion,209000
Bmw,Serie 5,2007,216,Diesel,Manuelle,10,5,occasion,57500
Bmw,Serie 5,2020,140,Hybride rechargeable essence,Automatique,10,5,occasion,189000
Bmw,Serie 5,2013,179,Diesel,Automatique,12,4,occasion,76000
Bmw,Serie 5,2019,67,Essence,Automatique,10,4,occasion,134500
Bmw,Serie 5,2019,47,Hybride rechargeable essence,Automatique,10,4,occasion,160000
Bmw,Serie 5,2021,84,Essence,Automatique,10,4,occasion,195000
Bmw,Serie 5,2021,53,Hybride rechargeable essence,Automatique,10,5,occasion,145000
Bmw,Serie 5,2012,202,Essence,Automatique,10,4,occasion,59500
Bmw,Serie 5,2022,80,Essence,Automatique,10,4,occasion,197000
Bmw,Serie 5,2011,320,Essence,Automatique,10,4,occasion,70000
Bmw,Serie 5,2021,18,Hybride rechargeable essence,Automatique,10,4,occasion,205000
Bmw,Serie 5,2008,224,Essence,Automatique,13,5,occasion,42000
Bmw,Serie 5,2008,224,Diesel,Automatique,10,4,occasion,42500
Bmw,Serie 5,2019,129,Hybride rechargeable essence,Automatique,8,4,occasion,150000
Bmw,Serie 5,2012,202,Diesel,Automatique,10,4,occasion,61000
Bmw,Serie 5,2019,14,Essence,Automatique,10,4,occasion,160000
Bmw,Serie 5,2019,14,Essence,Automatique,10,4,occasion,195000
Bmw,Serie 6,2005,50,Essence,Automatique,24,3,occasion,120000
Bmw,Serie 6,2005,50,Essence,Automatique,24,2,occasion,120000
Bmw,Serie 7,2010,200,Diesel,Automatique,20,4,occasion,155500
Bmw,Serie 7,2008,220,Essence,Automatique,32,5,occasion,85000
Bmw,Serie 7,2008,220,Diesel,Automatique,15,5,occasion,45000
Bmw,Serie 7,2012,200,Essence,Automatique,15,4,occasion,310000
Bmw,Serie 7,2006,368,Essence,Automatique,36,4,occasion,25000
Bmw,Serie 7,2006,368,Essence,Automatique,22,,occasion,55000
Bmw,X1,2017,260,Essence,Automatique,7,5,occasion,81000
Bmw,X1,2025,3,Hybride rechargeable essence,Automatique,8,4,occasion,238000
Bmw,X1,2020,64,Essence,Automatique,8,5,occasion,119000
Bmw,X1,2019,79,Essence,Automatique,7,5,occasion,97000
Bmw,X1,2024,22,Essence,Automatique,9,5,occasion,188200
Bmw,X1,2017,121,Diesel,Manuelle,6,5,occasion,60000
Bmw,X1,2020,64,Essence,Automatique,7,5,occasion,105000
Bmw,X1,2017,133,Essence,Automatique,9,5,occasion,57000
Bmw,X1,2017,121,Essence,Automatique,7,4,occasion,72000
Bmw,X2,2019,79,Essence,Automatique,7,5,occasion,132000
Bmw,X2,2020,62,Diesel,Automatique,8,5,occasion,145000
Bmw,X2,2020,70,Essence,Automatique,7,4,occasion,120000
Bmw,X2,2020,70,Essence,Automatique,11,5,occasion,145000
Bmw,X3,2013,200,Diesel,Automatique,13,4,occasion,52000
Bmw,X3,2019,56,Essence,Automatique,15,4,occasion,92000
Bmw,X3,2020,80,Essence,Automatique,15,5,occasion,250000
Bmw,X3,2014,185,Diesel,Manuelle,10,5,occasion,75000
Bmw,X3,2014,219,Diesel,Automatique,10,5,occasion,87000
Bmw,X3,2019,56,Essence,Automatique,15,5,occasion,210000
Bmw,X3,2021,18,Diesel,Automatique,8,5,occasion,170000
Bmw,X3,2020,80,Diesel,Automatique,7,4,occasion,185000
Bmw,X3,2019,72,Diesel,Automatique,11,5,occasion,185000
Bmw,X3,2014,185,Essence,Automatique,9,5,occasion,75000
Bmw,X4,2019,51000,Essence,Automatique,11,5,occasion,280000
Bmw,X5,2007,270,Diesel,Automatique,16,4,occasion,52000
Bmw,X5,2010,211,Diesel,Automatique,19,5,occasion,86000
Bmw,X5,2017,105,Diesel,Automatique,14,4,occasion,265000
Bmw,X5,2016,70,Diesel,Automatique,13,4,occasion,123000
Bmw,X5,2007,295,Diesel,Automatique,15,5,occasion,55000
Bmw,X5,2016,226,Essence,Automatique,48,5,occasion,297000
Bmw,X5,2015,152,Diesel,Automatique,13,5,occasion,135000
Bmw,X5,2016,70,Diesel,Automatique,13,5,occasion,185000
Bmw,X5,2010,159,Diesel,Automatique,16,5,occasion,70000
Bmw,X5,2015,185,Diesel,Automatique,13,5,occasion,123000
Bmw,X5,2007,295,Diesel,Automatique,15,5,occasion,66000
Bmw,X5,2007,362,Essence,Automatique,16,5,occasion,29000
Bmw,X5,2010,159,Essence,Automatique,19,5,occasion,75000
Bmw,X6,2011,193,Diesel,Automatique,15,4,occasion,109000
Bmw,X6,2016,90,Diesel,Automatique,16,5,occasion,265000
Bmw,X6,2019,90,Essence,Automatique,34,5,occasion,198000
Bmw,X6,2011,195,Diesel,Automatique,15,5,occasion,99000
Bmw,X6,2008,291,Essence,Automatique,22,5,occasion,89000
Bmw,X6,2008,175,Diesel,Automatique,11,4,occasion,80000
Bmw,Z4,2010,147000,Essence,Automatique,13,2,occasion,98000
Byd,Sealion 7,2025,1,Electrique,Automatique,5,5,occasion,220000
Byd,Sealion 7,2025,1,Electrique,Automatique,5,5,occasion,189000
Byd,Song Plus,2025,10,Hybride rechargeable essence,Automatique,7,5,occasion,123500
Byd,Song,2022,45000,Essence,Automatique,9,4,occasion,84000
Byd,Tang,2023,44000,Essence,Automatique,11,5,occasion,97000
Cadillac,Ats,2014,58000,Essence,Automatique,18,5,occasion,79000
Cadillac,Escalade,2013,134000,Essence,Automatique,34,5,occasion,180000
Chery,Arrizo 3,2019,130000,Essence,Manuelle,6,5,occasion,32000
Chery,Arrizo 5,2024,22,Essence,Manuelle,7,4,occasion,51500
Chery,Arrizo 5,2024,22,Essence,Automatique,7,4,occasion,79500
Chery,Arrizo 5,2024,10,Essence,Manuelle,7,5,occasion,50500
Chery,Tiggo 2,2020,88,Essence,Manuelle,6,4,occasion,39000
Chery,Tiggo 2,2020,120,Essence,Manuelle,6,5,occasion,42000
Chery,Tiggo 2,2020,88,Essence,Manuelle,6,5,occasion,41000
Chery,Tiggo 2,2020,120,Essence,Manuelle,6,5,occasion,37000
Chery,Tiggo 3X,2022,26,Essence,Automatique,6,5,occasion,52000
Chery,Tiggo 3X,2023,5,Essence,Manuelle,6,5,occasion,61000
Chery,Tiggo 3X,2022,68,Essence,Automatique,6,5,occasion,55000
Chery,Tiggo 3X,2021,33,Essence,Automatique,6,5,occasion,54000
Chery,Tiggo 3X,2023,5,Essence,Automatique,6,5,occasion,73000
Chery,Tiggo 3X,2023,5,Essence,Automatique,6,5,occasion,64600
Chery,Tiggo 3X,2022,43,Essence,Automatique,6,4,occasion,60000
Chery,Tiggo 3X,2022,12,Essence,Automatique,6,4,occasion,46000
Chery,Tiggo 3X,2021,29,Essence,Automatique,6,5,occasion,56000
Chery,Tiggo 3X,2022,43,Essence,Automatique,6,5,occasion,57000
Chery,Tiggo 4,2019,120000,Essence,Manuelle,9,5,occasion,58000
Chery,Tiggo 7,2022,85,Essence,Automatique,9,5,occasion,79500
Chery,Tiggo 7,2023,35,Essence,Automatique,9,5,occasion,113800
Chery,Tiggo 7,2021,116,Essence,Automatique,9,5,occasion,56000
Chery,Tiggo 7,2021,116,Essence,Automatique,9,5,occasion,74000
Chery,Tiggo 7,2021,116,Essence,Automatique,9,5,occasion,77000
Chery,Tiggo 7,2022,78,Essence,Automatique,9,5,occasion,75000
Chery,Tiggo 7,2022,45,Essence,Automatique,9,5,occasion,85972
Chery,Tiggo 7,2023,66,Essence,Automatique,9,5,occasion,82000
Chery,Tiggo 7,2022,85,Essence,Automatique,9,5,occasion,65000
Chery,Tiggo 8 Pro,2023,22,Essence,Automatique,11,5,occasion,87000
Chery,Tiggo 8 Pro,2023,11,Essence,Automatique,11,5,occasion,82000
Chery,Tiggo 8 Pro,2023,22,Essence,Automatique,11,5,occasion,91000
Chery,Tiggo 8 Pro,2023,11,Essence,Automatique,11,5,occasion,95000
Chevrolet,Aveo,2008,159,Essence,Manuelle,5,5,occasion,22000
Chevrolet,Aveo,2008,159,Essence,Manuelle,5,5,occasion,22000
Chevrolet,Camaro,2014,30,Essence,Manuelle,21,2,occasion,130000
Chevrolet,Camaro,2015,135,Essence,Automatique,21,2,occasion,154600
Chevrolet,Captiva,2022,140,Diesel,Manuelle,9,4,occasion,67000
Chevrolet,Captiva,2023,18,Essence,Automatique,9,5,occasion,70000
Chevrolet,Captiva,2023,23,Essence,Automatique,9,5,occasion,86000
Chevrolet,Captiva,2023,18,Essence,Automatique,9,5,occasion,87000
Chevrolet,Cruze,2018,150000,Essence,Manuelle,7,4,occasion,36000
Chevrolet,Groove,2022,67000,Essence,Automatique,6,5,occasion,68000
Chevrolet,Groove,2022,67,Essence,Automatique,6,5,occasion,103045
Chevrolet,Sonic 4P,2016,133000,Essence,Manuelle,5,5,occasion,29000
Chevrolet,Sonic,2020,188000,Essence,Manuelle,5,5,occasion,43000
Chevrolet,Spark,2016,127000,Essence,Manuelle,5,5,occasion,26500
Chrysler,300C,2008,153000,Essence,Automatique,17,5,occasion,55000
Citroen,Berlingo Multispace,2020,57,Diesel,Automatique,7,4,occasion,85000
Citroen,Berlingo Multispace,2018,150,Diesel,Manuelle,7,3,occasion,35000
Citroen,Berlingo Multispace,2020,57,Diesel,Manuelle,5,5,occasion,56000
Citroen,Berlingo Multispace,2021,75,Essence,Manuelle,6,5,occasion,80000
Citroen,Berlingo Utilitaire,2018,338,Diesel,Manuelle,5,4,occasion,48000
Citroen,Berlingo Utilitaire,2016,64,Diesel,Manuelle,6,4,occasion,28000
Citroen,Berlingo Utilitaire,2016,64,Diesel,Manuelle,5,2,occasion,26500
Citroen,Berlingo Van,2020,84,Diesel,Automatique,7,4,occasion,65000
Citroen,Berlingo Van,2022,155,Diesel,Manuelle,5,5,occasion,51000
